ID,SENTENCE,judgement1,judgement2,judgement3,judgement4,judgement5,judgement6,judgement7,judgement8,judgement9,judgement10,judgement11,judgement12,judgement13,judgement14,judgement15,judgement16,judgement17,judgement18,judgement19,judgement20
951587555,"The move rewards shareholders and should improve the stock's liquidity, Oneida said.",2,2,2,1,3,1,3,3,3,3,1,3,3,3,3,1,2,2,5,1
951587175,But the MGM plan collapsed just two weeks later.,1,1,1,1,1,2,1,1,6,1,2,1,1,2,1,1,1,1,1,2
951587010,Lee Dirks & Associates is to sell the chains.,3,1,2,1,1,1,1,1,1,1,2,3,2,2,1,3,1,1,1,1
951587303,"Moreover, the opportunity to sell steel at a price acceptable to USX may be gone, for now.",1,1,2,2,2,2,3,3,4,3,2,1,2,3,1,3,5,1,5,1
951586692,"The loss in the fourth quarter of 1988 reflected in part expenses for an unsuccessful bid for Federated Department Stores Inc., as well as the restructuring of some of its department store operations.",2,3,1,3,2,5,1,4,4,5,2,2,5,5,2,4,2,3,5,4
951587221,"Canadian retail sales rose 0.2 % in August from July, Statistics Canada, a federal agency, said.",3,2,1,2,2,2,3,2,3,2,3,5,1,1,3,4,2,2,2,5
951587560,"During that time, Control Data had losses of more than $ 1 billion.",1,1,1,1,1,2,1,1,1,2,2,3,2,2,1,2,2,1,2,1
951587396,"Elsewhere, share prices closed higher in Amsterdam, Brussels, Milan and Paris.",1,1,1,1,1,5,2,5,1,1,2,1,1,2,1,3,3,3,3,1
951586775,"Scott Paper Co., shelf offering of up to $ 360 million of debt securities, via Goldman Sachs, Salomon Brothers Inc. and Smith Barney, Harris Upham.",3,2,2,2,3,3,6,3,5,2,2,6,6,5,4,3,5,4,3,4
951587026,He also owns courses in the U.S. and France.,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1
951586753,"Lotus's results were about 10 % higher than analysts' average expectations and compared favorably with the 36 % earnings rise reported a day earlier by rival Microsoft Corp. of Redmond, Wash.",6,5,2,6,7,3,4,2,4,4,6,1,5,6,4,2,6,3,4,6
951586429,"The current president and chief operating officer, J. Odell Johnson, was elected to the new position of vice chairman of the board.",2,1,1,2,1,4,1,3,2,2,1,3,3,1,2,3,1,2,3,3
951587104,But some are skeptical of the code's effectiveness.,1,1,1,1,2,1,5,2,3,1,1,1,1,2,2,2,2,1,2,5
951586545,AMR's earnings decline comes a year after the parent company of American Airlines and the rest of the airline industry set profit records.,2,5,6,1,4,4,2,2,2,1,2,3,4,2,2,2,3,5,5,2
951587189,"Millicom Inc., offering of $ 60 million subordinated exchangeable debentures, via Bear, Stearns & Co. Inc.",6,4,2,2,2,4,4,3,5,2,3,3,6,3,4,4,5,6,2,6
951586963,"It is on behalf of these people, and out of my real respect for them, that I am responding to Mr. Asman's opinions of their country.",2,1,2,3,2,2,2,1,3,2,3,4,4,2,4,2,4,2,1,4
951587357,"In American Stock Exchange composite trading yesterday, Enviropact closed at $ 3 a share, up 25 cents.",2,2,1,2,2,3,2,3,6,2,1,4,5,2,5,2,3,2,2,3
951586415,"The offering will be divided evenly between 13-week and 26-week bills maturing Feb. 1, 1990, and May 3, 1990, respectively.",6,1,6,3,6,2,2,3,3,6,1,4,5,3,5,4,6,2,4,1
951586608,"Michael F. Klatman, director of corporate public relations at Data General Corp., was named to the new position of vice president, corporate communications, of this maker of data storage equipment.",1,2,3,2,2,2,4,4,2,4,3,4,5,3,6,3,5,6,3,5
951587004,That would leave Hun Sen and the Khmer Rouge.,1,1,1,1,1,2,2,1,6,1,1,1,3,2,1,2,3,6,3,1
951587344,Insurers typically retain a small percentage of the risks they underwrite and pass on the rest of the losses.,4,4,1,2,1,2,3,3,3,3,3,3,1,1,5,3,2,2,5,2
951586377,"In the director post, Mr. Brown, 38 years old, succeeds Joseph W. Hibben, who retired from the board in August.",2,2,3,4,6,3,3,1,3,3,4,5,1,4,2,2,4,5,4,4
951587349,"Bankers say, however, that the government may have difficulty selling the institution even without a floor price.",2,1,2,2,3,3,1,2,1,2,3,2,3,4,3,1,3,4,3,6
951586543,"Other retail properties for sale include Saks Fifth Avenue and Marshall Field, retailers now owned by B.A.T PLC, the British tobacco conglomerate.",2,2,2,1,2,2,4,3,5,4,4,4,4,4,2,5,5,1,3,2
951586577,"In the nine months, earnings rose 12 % to $ 555.6 million, or $ 1.49 a share, from $ 494.4 million, or $ 1.31 a share, a year earlier.",7,4,5,2,7,4,2,3,3,5,2,7,4,1,4,4,4,6,3,6
951586660,"You pay a set premium for a set amount of coverage, the company invests that premium in a portfolio of its choosing, and your cash value and dividends grow over the years.",2,1,4,4,7,3,4,1,3,1,4,3,4,2,5,5,4,2,3,5
951587458,"Its Richter Scale measurement was reported as 6.5, then 6.9, then 7.0.",3,2,1,1,5,3,1,2,3,1,4,2,2,2,1,2,3,2,2,2
951586587,"For the nine months, net was $ 7.7 million, or 41 cents a share, up 97 % from $ 3.9 million, or 22 cents a share, a year earlier.",5,2,2,3,5,3,5,6,2,4,1,4,2,2,4,4,3,4,6,4
951587185,"Share prices closed lower in Paris, Zurich, Brussels, Milan and Stockholm, and mixed in Amsterdam.",3,2,1,1,2,2,2,2,5,1,1,5,2,1,2,3,2,2,4,3
951587073,Joann S. Lublin in London contributed to this article.,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
951587535,"The result, according to many analysts, is higher prices and less innovation.",2,2,2,5,5,2,1,3,3,2,3,2,1,2,2,4,2,3,4,2
951586393,"But Charlie Howley, vice president in charge of OTC trading at SoundView Financial in Stamford, Conn., said the selling was orderly.",1,2,1,2,2,3,4,2,1,2,5,3,3,3,5,2,2,3,1,3
951586573,"General Electric Capital Corp.'s Monogram Bank USA acquired a Visa and MasterCard portfolio from Commercial Federal Savings & Loan Association, an Omaha, Neb., unit of Commercial Federal Corp. of Omaha.",4,2,7,1,7,4,4,2,3,6,3,5,2,6,5,5,4,5,5,6
951586837,"The Court of Appeals for the Federal Circuit was created in 1982 to serve, among other things, as the court of last resort for most patent disputes.",1,3,1,2,1,1,3,3,3,4,5,2,1,4,5,2,4,1,2,3
951587107,Refcorp was created to help fund the thrift bailout.,2,1,1,1,1,3,2,5,2,2,1,2,1,2,2,2,4,1,2,2
951586700,Each of the four parties bidding for PS of New Hampshire proposes a complex financial package to satisfy creditors and shareholders and also proposes a formula to limit rate increases to satisfy the state.,2,4,1,2,3,4,6,5,6,4,2,5,5,4,6,2,3,5,5,5
951587358,That's the way a lot of brokers feel today on the second anniversary of the 1987 stock-market crash.,1,2,1,5,1,2,3,2,1,2,4,3,4,1,2,2,2,3,4,2
951586626,"The fourth part, consisting of $ 22 million of 12 1/2 % secured equipment certificates due April 15, 1999, was priced at 85.339 with a yield to maturity of 15.50 %.",6,3,1,3,5,3,4,2,4,5,6,4,4,7,3,3,5,7,4,5
951587267,"Inco closed at $ 31.125 a share, down 62.5 cents, in New York Stock Exchange composite trading.",4,2,3,1,2,5,1,3,3,5,2,4,2,2,1,4,2,3,4,2
951586591,"Frank J. Pascale, chairman of Eagle, will be chairman of the new firm and James C. Smith, president and chief executive officer of Webster, will take those posts at Webster/Eagle.",2,2,6,6,3,2,2,3,3,5,1,6,6,2,3,6,5,4,5,7
951586523,"Under terms of the three-year contract, Martin Marietta said it will make and install 267 of the new machines at 156 postal offices.",2,3,2,2,2,3,6,1,2,2,1,3,3,3,1,5,2,2,2,5
951586461,"While each of the Hamilton-Dorgan proposals represents only a small step, together they would erode the Fed's independence, Mr. Greenspan said.",3,1,5,1,4,2,2,5,2,3,1,6,5,3,5,4,3,1,4,4
951586512,"Some of Mr. Peladeau's ventures, including an earlier push into the U.S. market, haven't paid off on the bottom line.",1,3,1,2,2,3,3,3,4,2,1,3,2,3,2,3,3,4,4,1
951586650,"Short interest on the New York Stock Exchange declined for the second consecutive month, this time 4.2 %, while the American Stock Exchange reported its third consecutive record month of short interest.",5,4,3,1,3,2,4,4,4,5,4,4,5,5,2,5,5,6,6,3
951587109,Federal revenues rose 9 % to $ 990.79 billion.,3,1,1,1,1,2,1,2,2,1,2,2,1,1,1,3,1,2,2,1
951586551,"Stratus Computer, which reported earnings late Friday that were in line with a disappointing forecast, eased 3/4 to 24 on 816,000 shares.",2,2,1,3,2,6,3,5,3,2,4,4,5,3,2,5,5,3,5,1
951587287,"A year earlier, the savings bank had earnings of $ 8.1 million, or 33 cents a share.",1,1,3,1,3,2,2,3,2,1,2,2,2,1,2,3,2,1,2,2
951586952,"Last year, more than 1,800 traders on the CBOE bought and sold 112 million contracts on 178 listed stocks, 60 % of all U.S. listed options trading.",7,2,2,3,3,5,5,1,3,5,6,4,3,3,3,6,5,3,2,5
951587105,Japan's Daiwa Securities Co. named Masahiro Dozen president.,2,1,1,2,1,1,1,1,1,2,1,1,2,5,1,1,1,1,1,5
951586992,"And, apparently, it is here to stay.",1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1
951587573,The loss of the cigarette account would be a severe blow to Wells Rich.,1,2,1,2,2,3,2,1,1,2,2,1,3,2,1,1,2,2,2,1
951586620,"Wang Laboratories Inc. has sold $ 25 million of assets and reached agreements in principle to sell an additional $ 187 million shortly, Richard Miller, president, said at the annual meeting.",3,3,3,3,3,3,6,5,3,4,3,5,6,2,3,7,6,6,4,4
951586636,"Maureen Fraser, an economist with W.I. Carr, a subsidiary of France's Banque Indosuez, believes that the territory may not be able to regain its momentum until some time after 1997.",2,3,1,2,4,2,5,2,2,4,4,5,3,3,4,2,3,2,2,1
951587477,"Selwyn B. Kossuth was named executive director of the commission, effective early November.",1,1,1,2,1,1,3,1,3,3,1,1,3,2,1,4,1,2,2,2
951587027,"Again, no such statement appears on the tapes.",1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,2,2,1
951587368,"Among the city's banks, Bank of America said all but eight of its 850 branches were open.",2,2,1,1,1,2,4,2,1,1,3,3,1,2,2,2,2,1,3,2
951586968,"If things haven't worked out that well, and sales won't hit $ 200 million until 1992, it's time to consider selling, he says.",1,2,1,1,2,4,1,4,2,1,2,2,2,1,2,6,2,3,5,2
951587113,Harsco declined to say what country placed the order.,1,1,1,1,1,1,2,1,1,4,2,1,1,1,2,1,1,1,1,1
951586865,"In addition, the coalition of labor and management, longtime enemies who joined forces only under the threat of Mr. Davis's bid, could break apart now.",2,1,3,6,2,4,3,2,1,5,2,3,4,4,3,2,2,6,3,5
951586688,"Net income at Sears's Dean Witter Financials Services group, meanwhile, rose nearly 32 % to $ 35.7 million, reflecting improvements in its basic stock brokerage and Discover credit card businesses.",2,3,2,3,3,5,5,1,7,3,5,3,4,3,2,2,5,2,5,6
951587410,"Stephen McCartin, Mr. Hunt's attorney, said his client welcomed the gamble.",2,1,2,2,1,3,2,1,3,1,2,4,3,1,2,1,4,2,1,4
951587400,"MCI Communications, the most active issue, finished down 5/8 to 42 1/8.",3,1,1,1,3,2,4,1,2,2,6,3,2,4,2,2,2,6,3,3
951586835,"Lyondell Petrochemical Co. said third-quarter net income fell 54 %, to $ 73 million, or 91 cents a share, from $ 160 million a year earlier.",3,2,3,2,3,4,5,2,1,5,5,5,3,3,4,6,2,3,6,4
951587393,"Those are Templeton Global Income, Templeton Emerging Markets and now the Value Fund.",3,2,1,2,2,5,5,2,1,3,2,5,2,3,2,2,2,2,2,6
951587485,Both Warner and Sony declined to comment on the terms of the settlement discussions.,2,2,1,1,2,2,1,2,3,2,2,1,1,2,3,3,1,2,2,1
951586824,"Commodore, West Chester, Pa., had said in August that it was consolidating manufacturing to cut costs and expected to be profitable in the fiscal first quarter.",2,3,3,2,2,3,4,5,4,3,3,5,4,5,6,2,2,5,4,2
951586905,"It's unclear what role, if any, Mr. Lorenzo's recent exploration of a possible sale of a stake in Continental had in Mr. Corr's departure.",3,7,2,5,3,2,2,3,5,2,5,5,3,4,3,1,4,4,5,5
951587521,"Pemex, which produces 40 % of government revenue, desperately needs new investment.",6,3,2,4,1,2,1,3,3,2,5,4,1,3,2,1,4,1,3,4
951587269,"Personal spending grew 0.2 % in September to a $ 3.526 trillion annual rate, the Commerce Department said.",6,5,1,4,2,3,2,3,4,2,5,1,1,2,1,6,3,2,4,4
951586533,"Proceeds of the sale will go to Centerior's operating subsidiaries to finance the projects, located at a nuclear unit located near Cleveland.",1,2,3,2,2,2,5,4,4,3,3,4,4,2,4,6,3,4,2,4
951586917,"Earlier yesterday, the Societe de Bourses Francaises was told that a unit of Framatome S.A. also bought Navigation Mixte shares, this purchase covering more than 160,000 shares.",6,7,2,7,6,4,4,3,5,5,6,3,5,4,4,6,4,5,5,6
951586830,"Since the beginning of the year, the stock has nearly doubled, giving AG a market value of about 105 billion Belgian francs ($ 2.7 billion).",3,3,6,6,5,3,2,5,2,4,3,4,3,5,5,4,4,5,1,2
951586506,"But turn into the shopping center's parking lot, and one could be in the safe, busy mall of a prosperous suburb.",2,2,2,1,2,2,2,4,4,3,3,2,6,2,3,3,4,1,2,1
951587283,"The finance unit, GMAC, said net fell 3.1 %, but EDS's profit rose 16 %.",5,1,2,5,2,3,3,2,1,3,2,4,3,3,2,3,2,4,4,3
951586755,"Now those items will be discussed in a House-Senate conference, which could begin as soon as today, with the expectation that they could either be resolved there or placed into other legislation.",4,4,6,7,2,4,5,6,3,3,2,1,6,5,5,5,2,4,3,4
951587174,This leads to a very special sense of urgency.,1,1,1,2,1,1,1,1,1,1,2,1,1,3,1,3,1,2,5,1
951586465,"The Treasury expressed pleasure, however, with the government of Taiwan, which was cited for exchange-rate manipulation in last year's report.",1,3,1,2,2,4,5,2,1,3,2,3,3,4,4,4,4,3,4,2
951587220,"For the nine months, net increased 14 % to $ 217.5 million, or $ 3.09 a share.",6,2,2,2,2,4,2,3,2,3,2,3,3,2,2,2,4,4,1,1
951587083,Mrs. Allen is a senior editor of Insight magazine.,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1
951587558,"Industrial output fell 0.1 % in September, the latest sign manufacturing is slowing.",1,2,1,2,2,3,4,2,4,1,1,2,3,1,4,3,2,4,4,5
951587435,"Over the next 50 years, $ 500 billion is earmarked for the program.",1,2,1,1,1,1,2,3,5,2,3,3,3,2,1,1,3,1,2,2
951586747,"In July, Eastern and its creditors agreed on a reorganization plan that called for Eastern to sell $ 1.8 billion in assets and to emerge from bankruptcy-law protection at two-thirds its former size.",2,4,1,2,3,3,5,2,2,4,5,6,3,3,5,2,3,4,5,5
951586426,"Montedison, which owns about 72 % of the company's common stock, agreed to buy the rest for $ 37 a share.",1,2,1,2,1,1,4,2,1,3,3,2,3,3,2,4,5,3,4,2
951587426,"AT&T already has a factory in Matamoros, Mexico, to make electrical devices.",1,2,1,1,1,3,6,2,2,5,1,1,2,3,2,1,1,1,2,1
951586821,"Terry L. Haines, formerly general manager of Canadian operations, was elected to the new position of vice president, North American sales, of this plastics concern.",1,2,1,6,2,4,1,2,1,5,2,6,3,4,2,5,1,3,3,5
951586849,"The year-earlier nine months include a gain of $ 35 million, or 13 cents a share, from sale of the company's Electricity Control & Transformers division.",3,3,1,2,2,2,4,2,3,4,5,3,2,2,2,2,4,3,5,6
951586847,"A native of the area, he is back now after riding the oil-field boom to the top, then surviving the bust running an Oklahoma City convenience store.",1,2,3,2,3,4,3,2,2,2,3,3,6,2,5,3,4,5,2,2
951586764,"The individuals said Gulf Power and federal prosecutors are considering a settlement under which the company would plead guilty to two felony charges and pay fines totaling between $ 500,000 and $ 1.5 million.",2,3,1,3,2,5,1,4,5,3,3,2,6,5,2,5,2,4,4,1
951586454,"People will say that the nation and the government have other objectives, in addition to stabilizing the price level, which is true.",2,3,1,2,2,2,3,3,3,4,2,3,1,5,2,2,5,2,1,3
951587201,"In the year-ago period, the company had profit of $ 34.3 million, or $ 1.32 a share.",2,1,1,5,2,2,2,2,1,2,2,5,3,2,1,3,2,4,2,2
951586725,The $ 6 billion that some 40 companies are looking to raise in the year ending March 31 compares with only $ 2.7 billion raised on the capital market in the previous fiscal year.,4,3,3,2,3,5,2,4,4,4,3,4,4,3,4,2,2,2,3,4
951587421,"Martin Schrager, 51, who had been president, was named vice chairman.",1,1,1,1,1,4,2,1,1,1,1,1,3,1,2,1,3,3,2,2
951587092,More than 700 people work in the GTE building.,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1
951586574,"Aetna Life & Casualty gained 1 3/8 to 61 1/8, Cigna advanced 7/8 to 64 3/4, Travelers added 1/2 to 40 3/8 and American International Group rose 3 1/8 to 107 3/4.",7,2,2,2,5,6,3,3,7,5,6,6,6,5,2,3,6,4,3,6
951586376,"Arthur B. Crozier, 34, an attorney, was named secretary, succeeding John Virtue, who was another of the ousted directors.",2,5,2,3,1,3,1,5,5,2,5,5,1,2,5,2,3,2,7,5
951587054,The yield on the issue slipped to 7.89 %.,4,1,2,1,1,2,2,6,2,2,1,1,3,2,1,4,1,4,2,1
951587081,"Here, they are searching for a higher price.",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
951587531,The GNP of the Bahamas is probably somewhere between one and two billion dollars.,1,2,1,1,1,2,2,3,2,3,1,1,4,2,2,5,1,3,2,2
951587137,The yield on the issue stood at 7.88 %.,5,2,2,1,2,4,2,3,1,2,1,2,3,1,2,2,1,1,1,2
951587302,"In other words, if there's a problem, don't expect Citibank to come to the rescue.",1,1,1,1,3,3,1,1,1,1,1,2,1,1,1,4,2,1,2,2
951587312,"In New York Stock Exchange composite trading yesterday, Capital Cities closed at $ 558.50, down $ 5.",5,2,2,2,2,3,3,3,2,3,3,1,2,3,2,5,4,1,2,3
951586706,"For the third quarter, operating profit from Carbide's chemicals and plastics business fell to $ 238 million from $ 352 million a year ago, before accounting for taxes and interest expense.",3,2,3,3,3,5,2,6,5,3,4,3,3,4,4,2,5,5,6,5
951587339,"Rubbermaid shares closed yesterday at $ 33.875, off 12.5 cents, in New York Stock Exchange composite trading.",3,2,2,2,2,3,4,1,3,5,5,3,2,2,2,2,3,3,2,1
951587564,"The new bonds will be dated Oct. 30 and mature Oct. 15, 2019.",5,1,1,1,1,1,2,2,5,2,2,3,2,3,1,2,3,5,2,1
951587547,"Columbia Pictures is being acquired by Sony Corp., which is based in Japan.",1,1,2,1,2,1,1,1,1,4,1,3,1,4,2,2,1,3,2,1
951587013,"Now, the personal-computer revolution is finally reaching Japan.",1,1,1,1,3,2,1,1,1,2,1,3,1,1,4,3,1,2,2,1
951586507,"One major factor was the decline of the dollar against the mark, which began less than a year after Merkur's 1985 launch.",1,2,1,2,2,4,1,3,2,2,2,2,2,2,3,5,2,3,2,2
951586407,"For the quarter, earnings were $ 47 million, or 92 cents a share, including a one-time gain of $ 5.9 million.",2,2,1,2,2,3,5,1,4,4,2,3,2,3,2,2,2,3,2,6
951587352,"The union won't respond to the USX statement until Mr. Williams has studied it, the spokesman said.",1,5,1,3,1,2,3,2,1,2,2,3,4,1,3,1,1,6,2,3
951586938,"In Dallas, LTV said that it was disappointed that the court agreed to hear the case because it believes the move will further delay its Chapter 11 proceedings.",4,6,2,6,1,3,2,4,4,2,5,4,1,5,3,1,5,2,4,4
951587305,"As is, blacks constitute 12 % of the population, but fewer than 2 % of elected leaders.",3,2,5,2,2,1,2,3,1,2,1,3,4,3,4,3,5,3,4,3
951586572,"Standard & Poor's 500-Stock Index gained 0.03 to 347.16, the Dow Jones Equity Market Index fell 0.02 to 325.50, and the New York Stock Exchange Composite Index fell 0.05 to 192.12.",6,3,4,2,6,5,2,4,6,7,3,3,2,5,5,2,2,5,3,1
951587419,"Among other things, the bill calls for a reorganization of the Justice Department.",2,1,2,1,1,1,2,3,2,1,2,3,5,2,1,4,1,3,1,1
951587359,"In the 15 companies I studied, reversal rates range on the average from 20 % to 40 %.",3,2,2,2,4,3,3,2,2,2,1,4,2,2,1,3,1,2,3,2
951587506,"At that price, the company has an indicated value of $ 42.9 million.",3,2,2,1,2,1,1,3,3,3,2,2,2,2,1,2,2,1,2,1
951587470,No one in the Senate is considering the capital-gains plan passed by the House.,1,2,1,1,1,2,2,2,3,3,3,1,1,2,2,4,2,2,1,2
951587290,"Mr. Lortie's departure, while sudden, was seen as inevitable in light of the shift in strategy.",1,2,3,1,1,1,3,4,4,2,2,3,2,3,1,3,2,1,5,1
951587011,"In September 1988, that level was 9.5 %.",5,1,1,2,3,1,2,1,2,5,1,2,1,2,1,1,1,1,4,1
951587493,"The suit, which seeks class-action status, was filed in Delaware Chancery Court.",1,2,2,1,1,2,2,3,3,3,2,1,4,1,3,3,1,3,1,3
951587324,"Dick Pound, a committee member, began by disclosing that ABC and NBC had refused to even bid.",1,1,1,1,2,2,3,2,1,3,2,2,2,2,3,2,2,2,1,1
951587292,"In New York Stock Exchange composite trading, Xerox closed at $ 62.75 a share, up $ 1.",6,2,1,1,1,5,2,1,5,2,3,3,2,1,2,2,3,3,1,4
951587579,Congress authorized $ 50 billion to be borrowed to pay for the thrift bailout.,1,2,1,2,1,4,2,1,3,2,2,1,2,2,1,4,2,2,3,1
951587195,"The Dow Jones industrials, down over 80 points in the morning, closed off 3.69, at 2659.22.",4,2,2,2,1,3,3,3,2,2,3,3,2,3,3,5,4,2,1,3
951586707,"Its earnings can rise 10 % to 12 % annually simply from the natural turnover of tenants and automatic rent increases, says Graeme McDonald, an industry analyst at James Capel Pacific Ltd.",6,7,2,7,1,4,3,5,5,4,7,6,1,5,3,2,6,3,6,6
951586750,Germany's 7 % bond due October 1999 was unchanged at 99.35 to yield 7.09 % while the 6 3/4 % notes due July 1994 rose 0.025 point to 97.275 to yield 7.445 %.,7,2,6,7,7,3,4,5,3,4,7,4,6,4,6,5,6,6,6,6
951586674,"Under the direction of its new chairman, Francisco Luzon, Spain's seventh largest bank is undergoing a tough restructuring that analysts say may be the first step toward the bank's privatization.",3,2,6,7,2,4,5,1,5,5,3,6,6,5,2,6,5,3,3,5
951587056,"The company is exposed to bulk chemicals, however.",2,1,1,1,1,2,2,3,3,1,1,2,2,2,2,1,1,3,2,1
951587289,"At the same time, the expectations of the East German people are great and will continue to grow.",1,2,1,3,2,2,1,1,1,2,1,2,2,3,2,1,1,2,2,1
951586723,"Government National Mortgage Association 9 % securities for November delivery were quoted late yesterday at 98 10/32, up 10/32; and Freddie Mac 9 % securities were at 97 1/2, up 1/4.",5,2,3,2,5,5,7,4,2,5,5,6,4,5,4,6,3,4,6,7
951586399,"The OTC market's largest stocks soared as well, as the Nasdaq 100 Index jumped 10.01, or 2 %, to 463.06.",5,2,2,1,3,3,4,5,6,3,5,2,1,4,3,5,2,5,2,1
951587561,"In the 1988 third quarter, profit from continuing operations totaled $ 140.1 million.",1,2,1,2,2,4,3,2,4,2,1,4,3,3,3,2,3,2,2,3
951587152,U.S. clearance also is needed for the proposed acquisition.,2,2,1,2,1,2,3,2,2,1,1,2,3,1,3,1,3,2,2,2
951587259,"The record price for a full membership on the exchange is $ 550,000, set Aug. 31, 1987.",3,1,4,1,5,2,1,3,1,6,1,5,3,2,5,3,3,2,3,2
951586628,"In a filing with the Securities and Exchange Commission, Mr. Terra said he sold 263,684 First Illinois common shares from Aug. 9 to Aug. 28 for $ 9.9375 to $ 10.5625 a share.",4,3,6,6,6,5,5,5,2,6,6,4,6,7,5,5,6,5,4,6
951587444,"Liberty National, a bank holding company, has assets exceeding $ 3 billion.",3,2,1,2,1,2,2,1,2,2,1,1,5,2,2,1,4,3,2,1
951587039,"In this case, that's about $ 250,000.",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1
951586613,"USX and Kobe Steel hope to reach a definitive agreement establishing the 50-50 partnership by the end of the year, with construction tentatively slated for the spring of 1990 and production by 1992.",1,3,3,3,3,3,4,5,4,5,5,3,4,4,2,5,5,1,5,4
951587128,That's the only question we need to address.,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1
951586901,"Michael Carstens, an analyst with Tucker Anthony & R.L. Day, added that the sale of assets would allow Sea Containers to focus on its core container businesses.",4,4,1,3,7,2,2,2,3,2,5,2,3,4,5,2,2,2,5,3
951586564,"Security is 60 % to 70 % of the common area charges of these centers, vs. an industry average of about 15 %.",3,3,2,2,3,4,4,5,2,1,4,2,5,3,3,4,5,4,4,4
951586826,"Net income at Mobil Corp. slipped 4.5 % to $ 532 million, or $ 1.30 a share, from $ 557 million, or $ 1.36 a share.",5,2,3,2,4,2,4,2,3,4,5,2,2,4,5,4,3,6,3,6
951587390,"IBM, based in Armonk, N.Y., has dominated the market for decades.",3,3,1,2,1,1,1,2,3,1,4,5,1,2,2,1,3,1,3,3
951586759,Harken also said that its financing from Bankers Trust Co. has been extended until Dec. 15 to give Tesoro's board time to consider the offer at a Tesoro board meeting scheduled for mid-November.,4,3,2,2,1,6,3,5,3,4,5,4,5,3,5,5,5,4,1,6
951587420,"Those, of course, were the responses of people with something to hide.",1,1,1,1,1,4,1,1,1,1,2,2,2,1,1,3,2,1,2,2
951586629,"The proposed BellSouth-LIN cellular company, including the newly acquired Metromedia stake, would give the new entity 55 million potential customers, including about 35 million in the nation's top 10 markets.",1,4,1,3,3,4,5,6,3,2,3,6,3,4,3,5,7,5,4,1
951586383,"In the nine months, Milton Roy earned $ 6.6 million, or $ 1.18 a share, on sales of $ 94.3 million.",1,2,2,1,2,2,5,2,1,3,5,5,3,3,2,2,3,3,3,2
951586501,"Amdura, a Denver hardware and automotive distributor, said the new credit agreement will provide the working capital needed to meet ongoing requirements.",1,3,1,3,2,4,3,5,2,1,4,6,2,3,2,4,3,3,4,1
951587461,"The offering, Series 1989-83, is backed by Fannie Mae 9 % securities.",6,2,2,1,4,2,5,2,4,1,4,2,2,3,2,3,4,2,3,2
951586687,"Though analysts say competition will probably hold down increases in retail energy prices, many expect some of the wholesale rise to be passed along to the consumer before the end of the year.",1,3,1,3,3,3,3,4,4,5,2,1,5,7,5,5,1,3,3,4
951587143,But that's not the only problem for stocks.,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,7,2,1
951586519,"The oil refiner also booked a $ 15 million charge for selling Ashland Technology Corp., one of its subsidiaries, at a loss.",7,2,2,2,2,2,4,4,3,3,3,2,4,4,1,4,4,1,4,1
951586904,"Officials hinted, however, that SAS would take a stake of at least 6 % in Finnair, valued at about $ 40 million at current market prices.",4,3,2,2,2,4,1,4,3,3,3,3,3,2,4,2,2,2,3,3
951587044,That is the state of Japan's computer industry.,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1
951587284,"In New York Stock Exchange composite trading yesterday, the units closed at $ 15.125, up 12.5 cents.",3,2,2,1,2,2,5,2,1,3,3,3,3,2,2,2,2,1,1,2
951587177,Crestmont is conducting a search for a chief executive.,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2
951587110,Mr. Donohoo is scheduled to be sentenced Dec. 11.,1,1,1,4,1,1,1,1,1,3,3,2,4,2,2,1,1,1,1,1
951587328,"Chemical said Steven Edelson resigned recently, but one individual close to the situation said the resignation was forced.",2,3,1,3,6,1,2,4,1,4,3,2,2,5,1,4,4,2,7,1
951587581,"In national over-the-counter trading Friday, SciMed shares tumbled $ 2.75 to $ 43.",5,1,4,1,4,2,1,2,2,5,1,3,3,5,3,2,1,3,1,4
951587249,"He will be in charge of research, equity sales and trading, and the syndicate operation of Rothschild.",1,2,1,2,2,1,2,3,2,3,2,4,3,1,2,2,3,3,4,5
951586881,"On Oct. 19, Qintex Entertainment was about to default on a $ 5.9 million payment owed to MCA Inc. in connection with the distribution of a television program.",3,5,2,4,3,5,3,3,5,6,2,3,6,3,3,4,2,5,4,5
951587216,"Dow Jones industrials 2643.65, up 4.92; transportation 1247.87, off 6.40; utilities 213.97, off 0.57.",5,6,6,7,3,3,7,7,4,5,6,7,4,7,6,2,6,3,5,5
